,Date and Time,id,source,Geo,Place,Retweets,tweet,Sentiment Polarity,Favorites
1,2021-04-29 15:10:57,1387786490860687365,Twitter for iPhone,,,0,@maryodonnell03 @IrishWritersCtr @MoLI_Museum @BostonCollege @UCDPoetry @write_KQ @ACNIWriting @Aosdana Amazing! Lucky students x,0.5416666666666667,0.0
2,2021-04-29 15:08:00,1387785748078862340,Twitter for iPhone,,,0,@caseyjanduran @BostonCollege Mine is to go to the Kids Choice Awards,0.0,0.0
3,2021-04-29 14:53:38,1387782129891880960,Twitter for Android,,,2,RT @maryodonnell03: Delighted to be hosting two poetry masterclasses in June for @IrishWritersCtr Let's cast the line &amp; catch the golden ca…,0.5,0.0
4,2021-04-29 14:50:31,1387781345607303171,Twitter for iPhone,,,0,@BrianStrav @BostonCollege I can’t let it go. It is A STUPID RULE.,-0.7999999999999999,0.0
5,2021-04-29 14:48:10,1387780756936740869,Twitter for iPhone,,,1,RT @caseyjanduran: My life’s mission is to stop my alma mater @BostonCollege from FORCING all students be evacuated from their dorm room th…,0.0,0.0
6,2021-04-29 14:39:47,1387778646899896324,Twitter for iPhone,,,1,My life’s mission is to stop my alma mater @BostonCollege from FORCING all students be evacuated from their dorm room the same day as graduation.,0.0,5.0
7,2021-04-29 14:22:08,1387774203382874118,TweetDeck,,,2,RT @maryodonnell03: Delighted to be hosting two poetry masterclasses in June for @IrishWritersCtr Let's cast the line &amp; catch the golden ca…,0.5,0.0
8,2021-04-29 14:21:43,1387774097636089876,TweetDeck,,,0,Congratulations to this year’s 15 Apprenticeship in College Teaching graduates and 55 Donald J. White Teaching Excellence Award winners! https://t.co/ijibzf3UIT @BostonCollege,0.0,1.0
9,2021-04-29 14:15:07,1387772439904636939,Sendible,,,0,"Something tells me that isn't normal.. right? 😰

We want to hear your stories in our DMs! 📨

#MyFnRoommate #RoommateStoryTime #WeirdRoommate #IHateMyRoommate #Boston #BostonCollege #Share #YourStory #Funny #Relatable #Funny #FunnyPictures #Reshare #Repost #Follow #InstaBad https://t.co/yEhEoaeClp",0.2517857142857143,0.0
10,2021-04-29 14:06:50,1387770352076566530,Twitter for iPhone,,,0,"BC in US World News Ratings - 30th in 2015. Now 35th
BC Athletics - 1 ACC title in 20+ years
And now it’s discovered that Father Leahy could have prevented a predator from harming future victims. 
#FireFatherLeahy Now! @BostonCollege",0.0,0.0
11,2021-04-29 14:04:34,1387769783513493508,Twitter Web App,,,0,Just started a VIP football recruiting chat on EagleInsider so let's talk #BostonCollege (VIP) @tyler_calvaruso https://t.co/o4FePD7X4o https://t.co/jdnloeHeRQ,0.0,0.0
12,2021-04-29 13:55:03,1387767389551534086,Hootsuite Inc.,,,0,The #Commonwealth #universities aren't disappointing! Thanks to judges from @BU_Tweets @BostonCollege @Harvard @BrandeisU @TuftsUniversity @UMassD @UMassMedical @UMassBoston @Wentworth @WPI. Even judges from @BrownUniversity are joining in on the fun!,-0.05833333333333335,0.0
13,2021-04-29 13:46:52,1387765327560327177,Twitter for Android,,,2,Delighted to be hosting two poetry masterclasses in June for @IrishWritersCtr Let's cast the line &amp; catch the golden carp!  https://t.co/2jeBPXOUXh @MoLI_Museum @BostonCollege @UCDPoetry @write_KQ @ACNIWriting @Aosdana,0.5375,7.0
14,2021-04-29 13:21:02,1387758827928494085,Twitter for iPad,,,4,RT @BostonCollege: According to new research by @bclynchschool Professor Rebekah Levine-Coley and Professor of Economics and Social Work Ki…,0.08484848484848484,0.0
15,2021-04-29 13:09:54,1387756025911123972,Twitter Web App,,,4,RT @BostonCollege: According to new research by @bclynchschool Professor Rebekah Levine-Coley and Professor of Economics and Social Work Ki…,0.08484848484848484,0.0
16,2021-04-29 13:07:42,1387755471323402240,Twitter for iPhone,,,1,"RT @BulletinBC: Today is the #NFLDraft2021 and we have you covered with scouting profiles on all four BC players in the draft, along with u…",0.0,0.0
17,2021-04-29 13:06:56,1387755279509565448,Twitter for iPhone,,,1,"Today is the #NFLDraft2021 and we have you covered with scouting profiles on all four BC players in the draft, along with updates and info all weekend long!

https://t.co/Az92sbojq0",-0.0625,4.0
18,2021-04-29 13:01:45,1387753974472773632,Hootsuite Inc.,,,0,All of our products will be available soon in #barbershop in #Boston. Call now 617-922-0367 and make appointment with a representative in your area. #naturalszone #extline #medford #cambridge #arlinton #bostoncollege #harvard  #bostonbarbershop #menhair #hairloss #hairgrow https://t.co/sXJOdgvxTG,0.4,0.0
19,2021-04-29 13:00:00,1387753533647298570,Twitter Web App,,,0,"No. @BostonCollege continues to reject the decree of the Pope (@Pontifex), calling on all Catholic institutions to divest from the fossil fuel industry.",0.0,1.0
20,2021-04-29 12:58:14,1387753088736505857,Twitter for iPhone,,,4,RT @BostonCollege: According to new research by @bclynchschool Professor Rebekah Levine-Coley and Professor of Economics and Social Work Ki…,0.08484848484848484,0.0
21,2021-04-29 12:56:02,1387752537294577668,Falcon Social Media Management ,,,4,"According to new research by @bclynchschool Professor Rebekah Levine-Coley and Professor of Economics and Social Work Kit Baum, reports of anxiety and depression among Americans increased in 2020 to levels more than six times higher than the year before. https://t.co/wneMv7cmSv https://t.co/7wiy7ynrls",0.22992424242424242,6.0
22,2021-04-29 12:30:14,1387746045061435400,Twitter for iPhone,,,2,"RT @BulletinBC: On today's @LockedOnBC we talk about Max Richardson and Max Roberts, two NFL prospects with a bit of a more uphill climb. @…",0.5,0.0
23,2021-04-29 12:19:10,1387743258344837122,Twitter for Android,,,2,"RT @BulletinBC: On today's @LockedOnBC we talk about Max Richardson and Max Roberts, two NFL prospects with a bit of a more uphill climb. @…",0.5,0.0
24,2021-04-29 12:16:39,1387742626389037057,Twitter for Android,,,2,RT @BulletinBC: Our updated list of recruits who have set official visits to Boston College. We added a new one today for our premium membe…,0.13636363636363635,0.0
25,2021-04-29 12:12:14,1387741513799503874,TweetDeck,,,0,"@oldbaldeagle Here you go!
https://t.co/d7HJ798S83",0.0,0.0
26,2021-04-29 11:35:46,1387732334712172544,Twitter for iPhone,,,3,"RT @BCEagles: 𝟐𝟎𝟐𝟏-𝟐𝟐 𝐆𝐎𝐋𝐃 𝐏𝐀𝐒𝐒 𝐎𝐍 𝐒𝐀𝐋𝐄 𝐍𝐎𝐖! 

The official @bostoncollege student ticket for all Eagles’ home games 🎟

🔗 https://t.co/dXfu…",0.0,0.0
27,2021-04-29 11:25:00,1387729628995915779,Twitter Web App,,,0,"BC Women's Lacrosse Score - Final: @BC_Softball 16, Virginia 12. #bcwlax #bostonathletes #boston #bostonsports #lacrosse #collegelacrosse #bceagles #forboston #bostoncollege #bostoncollegeathletics #bostonathletemagazine https://t.co/3s3MB4U03c",0.0,1.0
28,2021-04-29 11:23:25,1387729229656244225,TweetDeck,,,2,RT @BulletinBC: Our updated list of recruits who have set official visits to Boston College. We added a new one today for our premium membe…,0.13636363636363635,0.0
29,2021-04-29 11:15:00,1387727110542868480,TweetDeck,,,2,"Our updated list of recruits who have set official visits to Boston College. We added a new one today for our premium members. 

Join up now, first month is only $1!

https://t.co/tjTzqmbvUK",0.12878787878787878,5.0
30,2021-04-29 11:10:48,1387726051720187906,TweetDeck,,,2,"On today's @LockedOnBC we talk about Max Richardson and Max Roberts, two NFL prospects with a bit of a more uphill climb. @MitchellTWolfe talks about their profiles and what could happen this weekend. 

Listen below!
https://t.co/d7HJ79qtwD",0.625,5.0
31,2021-04-29 08:48:32,1387690249627725826,Twitter for iPhone,,,0,"EdTalk #7 - Unconventional Past: From Thai school to @BostonCollege 📌Feb 27, 7-8PM. https://t.co/3Jpi4WYUZ4 Katima has 2 #bachelor’s 1 #masters’ 1 #MBA. #doubledegree #US #USA https://t.co/UjfMZNVPmx",-0.25,0.0
32,2021-04-29 05:44:12,1387643861443432449,Twitter for Android,,,0,"@aliakawar4 @BostonCollege @SultanAlQassemi That's a shame, thanks for confirming though.",0.2,0.0
33,2021-04-29 05:30:01,1387640292749230080,Twitter for iPhone,,,0,@JIsoliman @BostonCollege @SultanAlQassemi Hi Jasmine! Unfortunately it wasn’t since it was a small event 🙏🏼,-0.375,0.0
34,2021-04-29 05:25:20,1387639114191675392,Twitter for Android,,,0,"@aliakawar4 @BostonCollege @SultanAlQassemi Hi, was the talk recorded?",0.0,0.0
35,2021-04-29 03:27:09,1387609370947694598,Twitter Web App,,,0,@WarrenKZola @nyjets @espn @BostonCollege @damienwoody @MarkHerzlich @MollyAMcGrath @LauraCGentile @tthasselbeck @Hasselbeck @JoeTessESPN @espnbob @BoogSciambi @cfrelund @cfrelund has been at the NFL Network for several years now.,0.0,0.0
36,2021-04-29 03:09:06,1387604830118625287,Twitter for iPhone,,,0,@WarrenKZola @nyjets @espn @BostonCollege @damienwoody @MarkHerzlich @MollyAMcGrath @LauraCGentile @tthasselbeck @Hasselbeck @JoeTessESPN @BoogSciambi @cfrelund Actually...myself and @damienwoody check both boxes,0.0,2.0
37,2021-04-29 02:48:45,1387599706398674945,Twitter for iPhone,,,2,"RT @WarrenKZola: So the @nyjets have 8 alums at @espn 

@BostonCollege has 10

@damienwoody
@MarkHerzlich
@MollyAMcGrath
@LauraCGentile
@tt…",0.0,0.0
38,2021-04-29 02:35:43,1387596430064369668,Twitter for iPhone,,,2,"RT @WarrenKZola: So the @nyjets have 8 alums at @espn 

@BostonCollege has 10

@damienwoody
@MarkHerzlich
@MollyAMcGrath
@LauraCGentile
@tt…",0.0,0.0
39,2021-04-29 02:30:32,1387595126114070536,TweetDeck,,,2,"So the @nyjets have 8 alums at @espn 

@BostonCollege has 10

@damienwoody
@MarkHerzlich
@MollyAMcGrath
@LauraCGentile
@tthasselbeck
@Hasselbeck
@JoeTessESPN
@espnbob
@BoogSciambi
@cfrelund https://t.co/fJEwIZEqX2",0.0,21.0
40,2021-04-29 02:27:05,1387594257037471745,Twitter for iPhone,,,0,@BostonCollege @bostonmarathon This tweet distracts Catholics from focusing on yet another Jesuit sexually abusing children.,0.5,0.0
41,2021-04-29 02:26:11,1387594029123215366,Twitter for iPhone,,,0,That’s @BostonCollege @BCBirdBall own 👇🏻 https://t.co/V7i0v4TErx,0.6,0.0
42,2021-04-29 01:52:51,1387585641765122049,Twitter Web App,,,0,"BC Women's Lacrosse News - Halftime: @BCwlax 9, Virginia 5. #bcwlax #bostonathletes #boston #bostonsports #bceagles #forboston #lacrosse #collegelacrosse #bostoncollege #bostoncollegeathletics #bostonathletemagazine https://t.co/GIrjYBFL0D",0.0,1.0
43,2021-04-29 01:20:35,1387577518941773826,Twitter for iPhone,,,0,Boston college @BostonCollege has a good ladies lacrosse team #ad,0.7,0.0
44,2021-04-29 00:15:45,1387561203451502592,Twitter for Android,,,0,@BC_Admission @BostonCollege @BC_CSON Thank you!! Thank you for being such an amazing school where all my kids want to thrive together! We feel blessed! ❤️✨ 🦅🦅🦅,0.46875000000000006,1.0
45,2021-04-28 23:39:30,1387552081091964928,Twitter for iPhone,,,4,"RT @BostonCollege: The BC Strong Scholarship recipients, as well as awareness for disabilities and accessibility issues, were celebrated at…",0.3916666666666666,0.0
46,2021-04-28 23:38:45,1387551895011614721,Twitter for Android,,,0,"@HamiltonPug I'm fascinated by HOCKEY!
I love watching it - very intently
I love #BostonBruins &amp; #BostonCollege hockey https://t.co/9Mbpicyxj6",0.39999999999999997,3.0
47,2021-04-28 23:27:57,1387549177169776643,Twitter Web App,,,3,"RT @BCEagles: 𝟐𝟎𝟐𝟏-𝟐𝟐 𝐆𝐎𝐋𝐃 𝐏𝐀𝐒𝐒 𝐎𝐍 𝐒𝐀𝐋𝐄 𝐍𝐎𝐖! 

The official @bostoncollege student ticket for all Eagles’ home games 🎟

🔗 https://t.co/dXfu…",0.0,0.0
48,2021-04-28 23:14:08,1387545697549959170,Twitter for iPad,,,4,"RT @BostonCollege: The BC Strong Scholarship recipients, as well as awareness for disabilities and accessibility issues, were celebrated at…",0.3916666666666666,0.0
49,2021-04-28 23:10:14,1387544715105644544,Twitter for iPad,,,4,"RT @BostonCollege: The BC Strong Scholarship recipients, as well as awareness for disabilities and accessibility issues, were celebrated at…",0.3916666666666666,0.0
50,2021-04-28 23:09:29,1387544527020433408,Twitter Web App,,,0,"BC Softball Score - Final: @BC_Softball 6, Dartmouth 4. #bc_softball #bostonathletes #boston #bostonsports #bceagles #forboston #bostonsports #bostoncollege #bostoncollegeathletics #softball #collegesoftball #bostonathletemagazine https://t.co/iFgzF3gJib",0.0,1.0
51,2021-04-28 22:50:55,1387539856679653379,Twitter for iPhone,,,0,@ipoguy @BostonCollege @joerogan More like #NTesla #Einstein didn’t compare....,0.5,0.0
52,2021-04-28 22:47:28,1387538987716329478,Twitter for iPad,,,4,"RT @BostonCollege: The BC Strong Scholarship recipients, as well as awareness for disabilities and accessibility issues, were celebrated at…",0.3916666666666666,0.0
53,2021-04-28 22:44:02,1387538124474134529,Falcon Social Media Management ,,,4,"The BC Strong Scholarship recipients, as well as awareness for disabilities and accessibility issues, were celebrated at a virtual event hosted by @bostonmarathon bombing survivors Patrick Downes ’05, his wife Jessica Kensky, &amp; the scholarship committee. https://t.co/CwkePYHnqB https://t.co/LM4htYOzFf",0.3916666666666666,12.0
54,2021-04-28 22:37:47,1387536550599266311,Twitter for iPhone,,,1,RT @YDS_BC: @BostonCollege Bold strategy of just pretending @NOLAnews and @bcheights didn't just reveal that Father Leahy ignored complaint…,0.3333333333333333,0.0
55,2021-04-28 21:59:35,1387526935593488386,Twitter for iPhone,,,0,"@BCEagles @BostonCollege Parents who we will not allow on campus for graduation, please pay us more money so we can let you on campus to see something more important than your kids graduation!",0.5,2.0
56,2021-04-28 21:34:46,1387520692481036291,Twitter for iPad,,,3,"RT @BCEagles: 𝟐𝟎𝟐𝟏-𝟐𝟐 𝐆𝐎𝐋𝐃 𝐏𝐀𝐒𝐒 𝐎𝐍 𝐒𝐀𝐋𝐄 𝐍𝐎𝐖! 

The official @bostoncollege student ticket for all Eagles’ home games 🎟

🔗 https://t.co/dXfu…",0.0,0.0
57,2021-04-28 21:11:21,1387514798125027333,Twitter for iPhone,,,1,"RT @SSNScholars: In tonight's speech, @JoeBiden is expected to address universal childcare. To learn more about the increasingly urgent chi…",0.13333333333333333,0.0
58,2021-04-28 21:08:57,1387514196682702848,Twitter for Android,,,0,"@TakeitTTM @BostonCollege @joerogan False narrative? 
How so? #Einstein",-0.4000000000000001,0.0
59,2021-04-28 21:02:06,1387512470005235713,Sprout Social,,,1,"In tonight's speech, @JoeBiden is expected to address universal childcare. To learn more about the increasingly urgent childcare crisis in the United States, check out this new SSN brief from @BostonCollege's Lisa Dodson and @Portland_State's Mary King: https://t.co/VkoqBRNJBK",0.10727272727272727,1.0
60,2021-04-28 21:00:00,1387511943464894464,TweetDeck,,,3,"𝟐𝟎𝟐𝟏-𝟐𝟐 𝐆𝐎𝐋𝐃 𝐏𝐀𝐒𝐒 𝐎𝐍 𝐒𝐀𝐋𝐄 𝐍𝐎𝐖! 

The official @bostoncollege student ticket for all Eagles’ home games 🎟

🔗 https://t.co/dXfu8zSbtj

#ForBoston🦅 https://t.co/I1TMr2XgUy",0.0,6.0
61,2021-04-28 20:47:39,1387508835674427394,Twitter Web App,,,0,"Bears halt 5-session Bull market; @connormcgreggor sells whiskey brand to for $600m; @BostonCollege locks up apparel deals with @newbalance @adidasUS ; @VFCorp just got more sport-centric; @KoeiTecmoUS title sells 3.7m units; @intel renews esports
https://t.co/TxviPX2neb",0.5,0.0
62,2021-04-28 20:44:35,1387508061594476547,Twitter for iPhone,,,4,"RT @BC_CoachCrowley: We appreciate you, @BostonCollege students! @ugbc",0.0,0.0
63,2021-04-28 20:41:02,1387507170682474503,Twitter for iPhone,,,3,RT @FireFatherLeahy: Fire Leahy today! @BostonCollege,0.0,0.0
64,2021-04-28 20:27:01,1387503642098470914,Falcon Social Media Management ,,,4,"Fourth-ranked @BCwlax starts the postseason tonight with No. 11 Virginia in the quarterfinals of the @ACCWLax Championships.

⏰ 7:30 PM | 📺 ACC Network

Recently, seven Eagles were named All-ACC. 
#WeAreBC | #ForBoston 🦅
https://t.co/EFYDK79Qnb",0.0,37.0
65,2021-04-28 20:15:27,1387500729204711424,Twitter for iPhone,,,0,Enjoyed participating in a talk organized by @BostonCollege with @SultanAlQassemi to talk about the need for a concerted effort from the larger community to help document Arab artists. 🤍🙏🏼 https://t.co/7nkBb9lVQp,0.25,7.0
66,2021-04-28 19:50:46,1387494519827050497,Twitter for iPhone,,,0,Philly Boston connection https://t.co/LmkF7Aq08x,0.0,0.0
67,2021-04-28 19:40:45,1387491996667838466,Twitter for iPhone,,,0,"@BostonCollege @BCPhilosophy @GBHNews No. @BostonCollege remains out of touch with reality, the student body, and the papacy through its tactless investment in fossil fuels.",0.0,0.0
68,2021-04-28 19:38:23,1387491404239183874,Twitter for iPhone,,,0,"@BC_Admission No. @BostonCollege heavily invests in the fossil fuel industry, refusing to listen to both the student body and the Pope.",-0.2,0.0
69,2021-04-28 19:37:14,1387491112571518977,Twitter Web App,,,1,BC Softball News - @BC_Softball's starting lineup for today's game with Dartmouth. #bc_softball #bostonathletes #boston #bostonsports #bceagles #forboston #bostoncollege #bostoncollegeathletics #softball #collegesoftball #bostonathletemagazine https://t.co/Sfsi7ZDMcc,-0.2,1.0
70,2021-04-28 19:28:45,1387488979121963008,Twitter Web App,,,0,"Not so tech-related but I needed this. Oh, here's the real link (use your private browsing mode to get past the paywall on this link). 

https://t.co/OSEvdQhOOE

I know what I'm having tonight... #BCSTT #G #M https://t.co/ugExT9TdRo",-0.016666666666666663,3.0
71,2021-04-28 19:04:45,1387482939408195584,Twitter Web App,,,0,".@BCFootball is believed to the be the 1st FBS program to strike a football-only apparel deal. The Eagles have a three-year agreement with Adidas (starts June 1).

BC's other 30 varsity sports have a 10-year deal with New Balance.

Story from this morning:
https://t.co/cYRVg6wpIg",0.005681818181818177,5.0
72,2021-04-28 19:01:00,1387481995262021635,Twitter for iPhone,,,1,"RT @BostonCollege: ""Nearly 80,000 of them are served each academic year, the college told me back in 2011."" - @SamSifton remembers @BC_Dini…",0.03333333333333333,0.0
73,2021-04-28 18:44:43,1387477899389935621,Hootsuite Inc.,,,0,"https://t.co/vXRvaSsjvH  Tomorrow I'll work w colleagues on curriculum 4 this program, which has skyrocketed 2 the most popular masters degree offering in @bclynchschool If u have any readings or video clips u think teachers should know about, pls send them 2 me! @bostoncollege",0.625,2.0
74,2021-04-28 18:36:02,1387475712156786688,Falcon Social Media Management ,,,1,"""Nearly 80,000 of them are served each academic year, the college told me back in 2011."" - @SamSifton remembers @BC_Dining's Screaming Eagle...

...and provides a recipe to cook one up when the craving hits in the @nytimes's ""What to Cook This Week."" ➡️ https://t.co/Q7i9PCdyvr https://t.co/WmCEddI8Bc",0.03333333333333333,23.0
75,2021-04-28 18:20:18,1387471752989716485,Twitter for iPad,,,2,"RT @bc_earl: What a beautiful day to be an @BostonCollege @BCMBB 🦅 .(Everyday is a great day to be an🦅 )
Who wants to soar like an 🦅 who wa…",0.6166666666666666,0.0
76,2021-04-28 18:18:52,1387471393596575747,Twitter for iPad,,,2,"What a beautiful day to be an @BostonCollege @BCMBB 🦅 .(Everyday is a great day to be an🦅 )
Who wants to soar like an 🦅 who wants to dance 💃 🕺 in the big dance? #marchmadness2022 @accmbb @CoachG_2 @EarlGrantBC please RT,like and follow",0.41,6.0
